"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 330,14.28571429,42.85714286,14.28571429,28.57142857,28.57142857,57.14285714,14.28571429,28.57142857,28.57142857,14.28571429,42.85714286,14.28571429,,,71.42857143,,57.14285714,14.28571429,14.28571429,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 331,25,,,,25,25,25,25,,25,,,25,25,25,,,25,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 333,42.25352113,14.08450704,14.08450704,28.16901408,28.16901408,14.08450704,14.08450704,,42.25352113,14.08450704,,,,,28.16901408,28.16901408,42.25352113,56.33802817,28.16901408,14.08450704
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 335,51.94805195,64.93506494,,25.97402597,51.94805195,51.94805195,25.97402597,38.96103896,38.96103896,12.98701299,25.97402597,38.96103896,25.97402597,12.98701299,64.93506494,38.96103896,116.8831169,51.94805195,38.96103896,51.94805195
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 336,34.48275862,34.48275862,22.98850575,45.97701149,22.98850575,57.47126437,34.48275862,34.48275862,22.98850575,45.97701149,22.98850575,34.48275862,34.48275862,22.98850575,34.48275862,22.98850575,91.95402299,57.47126437,,22.98850575
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 337,31.25,,,,,,,31.25,,,,,31.25,,31.25,62.5,,31.25,,31.25
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 339,45.45454545,,,45.45454545,45.45454545,,,45.45454545,45.45454545,45.45454545,90.90909091,45.45454545,45.45454545,,90.90909091,,90.90909091,90.90909091,45.45454545,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 341,47.61904762,95.23809524,47.61904762,,47.61904762,,,,,47.61904762,142.8571429,95.23809524,95.23809524,47.61904762,47.61904762,95.23809524,,,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 342,,,,,,,11.36363636,,,,,11.36363636,11.36363636,,,,22.72727273,11.36363636,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 343,47.61904762,95.23809524,,142.8571429,95.23809524,,,95.23809524,,47.61904762,95.23809524,95.23809524,,95.23809524,190.4761905,,285.7142857,47.61904762,47.61904762,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 345,166.6666667,,,,166.6666667,,,,,166.6666667,,,,,166.6666667,,,,166.6666667,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 347,,,,153.8461538,,,,,,,76.92307692,,153.8461538,,76.92307692,,76.92307692,76.92307692,,76.92307692
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 348.01,,,,,,71.42857143,,,,71.42857143,,,,,,,,,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 348.02,,,,,,,,,,33.33333333,,,,,,,,,33.33333333,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 349,,200,,,200,,,,200,200,,,200,,,,,,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 351,,,62.5,,,,,,,62.5,62.5,,,,,,62.5,62.5,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 353,,41.66666667,,41.66666667,,,41.66666667,,,,,,,41.66666667,,,41.66666667,41.66666667,41.66666667,83.33333333
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 362,,71.42857143,35.71428571,,,71.42857143,,,,,,,,,,,,35.71428571,35.71428571,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 363,,,,,,,1000,,,,,1000,,,,,,,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 364,8.695652174,8.695652174,,,17.39130435,8.695652174,17.39130435,26.08695652,,17.39130435,8.695652174,8.695652174,,17.39130435,52.17391304,43.47826087,78.26086957,26.08695652,34.7826087,8.695652174
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 365.01,,,,,,,,,333.3333333,,,,,,,,,,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 366,37.03703704,,,37.03703704,,37.03703704,37.03703704,,,,,,,,,,,,,74.07407407
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 367,,,,,,,125,,,,125,,125,,,,,125,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 369,,,,35.71428571,,35.71428571,,,35.71428571,35.71428571,35.71428571,35.71428571,107.1428571,71.42857143,142.8571429,107.1428571,35.71428571,142.8571429,71.42857143,107.1428571
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 370,13.88888889,,,27.77777778,27.77777778,,,,,,,,,,27.77777778,,13.88888889,,27.77777778,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 371,,100,,,100,,,100,,,,,,,100,200,100,100,,100
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 374,,,,,,,,,,,,,,,21.73913043,,,43.47826087,21.73913043,21.73913043
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 375,,,,,,,333.3333333,,333.3333333,,,333.3333333,666.6666667,333.3333333,333.3333333,,,,333.3333333,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 377,37.03703704,,111.1111111,,,,37.03703704,,74.07407407,,,,,74.07407407,37.03703704,,74.07407407,,37.03703704,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 379,,,,,,,,,62.5,,62.5,62.5,62.5,62.5,62.5,,,,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 381,,,,,86.95652174,43.47826087,43.47826087,,43.47826087,86.95652174,86.95652174,86.95652174,,86.95652174,173.9130435,130.4347826,43.47826087,86.95652174,43.47826087,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 382,,,,,,,,153.8461538,,,,,153.8461538,76.92307692,,153.8461538,76.92307692,,,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 383,,133.3333333,,,,66.66666667,66.66666667,66.66666667,,66.66666667,,,66.66666667,66.66666667,66.66666667,133.3333333,,133.3333333,133.3333333,
,"Notices of Foreclosure Rate, Single Family Homes (per 1,000 homes)","Rate of single family buildings homes receiving a notice of foreclosure action (lis pendens) per 1,000 single family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 385,,21.73913043,,65.2173913,65.2173913,130.4347826,65.2173913,65.2173913,86.95652174,152.173913,108.6956522,65.2173913,108.6956522,152.173913,130.4347826,108.6956522,173.9130435,86.95652174,152.173913,21.73913043
