"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",606,21.73913043,21.73913043,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,21.73913043,10.86956522,32.60869565,,,,10.86956522,,,10.86956522,10.86956522,10.86956522,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",608,9.803921569,29.41176471,9.803921569,,,9.803921569,19.60784314,19.60784314,,,,9.803921569,,19.60784314,29.41176471,29.41176471,78.43137255,29.41176471,39.21568627,19.60784314
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",610.01,12.57861635,12.57861635,12.57861635,12.57861635,12.57861635,12.57861635,,6.289308176,,,6.289308176,6.289308176,12.57861635,12.57861635,44.02515723,25.1572327,31.44654088,37.73584906,50.31446541,12.57861635
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",610.02,20,,,,,,20,20,20,20,,,,,,,,,,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",612,,,17.69911504,8.849557522,8.849557522,8.849557522,,8.849557522,,,,,8.849557522,17.69911504,26.54867257,8.849557522,26.54867257,,8.849557522,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",614,,8.695652174,26.08695652,17.39130435,8.695652174,34.7826087,,8.695652174,,17.39130435,,,8.695652174,,,8.695652174,8.695652174,17.39130435,,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",616,9.900990099,19.8019802,39.6039604,,,,9.900990099,9.900990099,9.900990099,39.6039604,,9.900990099,19.8019802,9.900990099,9.900990099,29.7029703,19.8019802,29.7029703,,9.900990099
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",618,22.85714286,11.42857143,,11.42857143,5.714285714,,,,5.714285714,5.714285714,5.714285714,5.714285714,,17.14285714,11.42857143,,22.85714286,17.14285714,,5.714285714
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",622,39.73509934,33.11258278,26.49006623,19.86754967,6.622516556,6.622516556,6.622516556,19.86754967,,19.86754967,33.11258278,6.622516556,6.622516556,19.86754967,52.98013245,13.24503311,59.60264901,33.11258278,26.49006623,19.86754967
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",626,14.92537313,9.950248756,4.975124378,4.975124378,4.975124378,19.90049751,4.975124378,9.950248756,9.950248756,9.950248756,4.975124378,,14.92537313,19.90049751,44.7761194,24.87562189,24.87562189,54.72636816,19.90049751,9.950248756
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",628,6.88976378,14.76377953,7.874015748,5.905511811,13.77952756,7.874015748,11.81102362,18.7007874,4.921259843,15.7480315,14.76377953,5.905511811,12.79527559,14.76377953,29.52755906,22.63779528,22.63779528,22.63779528,16.73228346,7.874015748
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",632,27.02702703,,13.51351351,13.51351351,,,13.51351351,,,13.51351351,13.51351351,,,13.51351351,13.51351351,,,,,13.51351351
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",636,10.63829787,10.63829787,21.27659574,10.63829787,,,10.63829787,10.63829787,,21.27659574,,,21.27659574,10.63829787,21.27659574,42.55319149,74.46808511,74.46808511,74.46808511,31.91489362
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",638,10.98901099,,,10.98901099,21.97802198,10.98901099,,21.97802198,,10.98901099,10.98901099,10.98901099,,,43.95604396,21.97802198,32.96703297,10.98901099,43.95604396,10.98901099
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",640,,35.29411765,23.52941176,23.52941176,,23.52941176,35.29411765,47.05882353,35.29411765,11.76470588,35.29411765,23.52941176,23.52941176,,35.29411765,23.52941176,35.29411765,70.58823529,35.29411765,47.05882353
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",642,25.21008403,16.80672269,,8.403361345,16.80672269,16.80672269,16.80672269,,,25.21008403,16.80672269,,25.21008403,8.403361345,16.80672269,8.403361345,16.80672269,25.21008403,8.403361345,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",644,8.695652174,,17.39130435,17.39130435,26.08695652,34.7826087,34.7826087,17.39130435,26.08695652,17.39130435,17.39130435,60.86956522,17.39130435,26.08695652,43.47826087,52.17391304,86.95652174,52.17391304,43.47826087,26.08695652
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",646,25.42372881,42.37288136,,50.84745763,16.94915254,25.42372881,33.89830508,25.42372881,16.94915254,33.89830508,16.94915254,8.474576271,8.474576271,16.94915254,8.474576271,33.89830508,93.22033898,76.27118644,50.84745763,8.474576271
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",648,25,62.5,37.5,50,12.5,75,25,50,12.5,25,50,75,12.5,25,25,37.5,100,50,75,62.5
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",650,13.15789474,26.31578947,,13.15789474,65.78947368,65.78947368,13.15789474,,13.15789474,13.15789474,39.47368421,118.4210526,65.78947368,39.47368421,78.94736842,65.78947368,78.94736842,92.10526316,26.31578947,39.47368421
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",652,,38.96103896,12.98701299,25.97402597,25.97402597,,,,12.98701299,12.98701299,,,25.97402597,51.94805195,25.97402597,25.97402597,77.92207792,51.94805195,38.96103896,12.98701299
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",654,11.36363636,22.72727273,22.72727273,22.72727273,34.09090909,22.72727273,34.09090909,,11.36363636,22.72727273,11.36363636,22.72727273,11.36363636,22.72727273,22.72727273,34.09090909,45.45454545,68.18181818,34.09090909,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",656,,21.50537634,21.50537634,10.75268817,10.75268817,43.01075269,10.75268817,10.75268817,10.75268817,,21.50537634,21.50537634,10.75268817,10.75268817,43.01075269,43.01075269,107.5268817,75.2688172,43.01075269,21.50537634
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",658,21.97802198,10.98901099,43.95604396,,,21.97802198,21.97802198,32.96703297,,43.95604396,,10.98901099,21.97802198,21.97802198,76.92307692,54.94505495,76.92307692,54.94505495,54.94505495,10.98901099
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",660,11.9047619,35.71428571,11.9047619,11.9047619,,23.80952381,,11.9047619,11.9047619,11.9047619,,23.80952381,11.9047619,,11.9047619,23.80952381,35.71428571,47.61904762,11.9047619,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",662,24.09638554,36.14457831,,24.09638554,36.14457831,,,24.09638554,12.04819277,12.04819277,,48.19277108,24.09638554,24.09638554,48.19277108,36.14457831,36.14457831,24.09638554,,12.04819277
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",670,11.11111111,11.11111111,33.33333333,,33.33333333,44.44444444,44.44444444,55.55555556,33.33333333,55.55555556,44.44444444,55.55555556,55.55555556,44.44444444,111.1111111,111.1111111,155.5555556,211.1111111,166.6666667,55.55555556
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",672,12.5,37.5,37.5,50,,12.5,50,87.5,12.5,100,112.5,37.5,25,87.5,125,175,200,125,100,62.5
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",674,,35.29411765,23.52941176,23.52941176,35.29411765,23.52941176,94.11764706,58.82352941,70.58823529,47.05882353,117.6470588,82.35294118,58.82352941,94.11764706,129.4117647,129.4117647,188.2352941,129.4117647,117.6470588,23.52941176
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",676,18.01801802,18.01801802,27.02702703,27.02702703,18.01801802,27.02702703,36.03603604,72.07207207,36.03603604,27.02702703,45.04504505,18.01801802,36.03603604,36.03603604,45.04504505,90.09009009,117.1171171,126.1261261,45.04504505,27.02702703
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",678,56.17977528,44.94382022,11.23595506,56.17977528,67.41573034,33.70786517,44.94382022,33.70786517,11.23595506,78.65168539,89.88764045,67.41573034,67.41573034,78.65168539,191.011236,168.5393258,112.3595506,101.1235955,146.0674157,67.41573034
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",680,11.62790698,23.25581395,23.25581395,11.62790698,46.51162791,81.39534884,81.39534884,58.13953488,69.76744186,139.5348837,104.6511628,69.76744186,127.9069767,186.0465116,186.0465116,162.7906977,209.3023256,116.2790698,81.39534884,69.76744186
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",682,21.05263158,21.05263158,,21.05263158,10.52631579,84.21052632,42.10526316,21.05263158,31.57894737,115.7894737,63.15789474,63.15789474,63.15789474,73.68421053,136.8421053,147.3684211,157.8947368,168.4210526,126.3157895,31.57894737
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",686,9.174311927,9.174311927,9.174311927,,9.174311927,,9.174311927,18.34862385,18.34862385,18.34862385,9.174311927,,9.174311927,18.34862385,55.04587156,36.69724771,82.56880734,36.69724771,9.174311927,36.69724771
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",688,54.94505495,10.98901099,10.98901099,21.97802198,32.96703297,43.95604396,54.94505495,32.96703297,43.95604396,21.97802198,65.93406593,54.94505495,,43.95604396,87.91208791,98.9010989,153.8461538,142.8571429,65.93406593,32.96703297
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",690,41.66666667,20.83333333,10.41666667,31.25,52.08333333,41.66666667,20.83333333,83.33333333,62.5,125,93.75,72.91666667,83.33333333,10.41666667,208.3333333,166.6666667,114.5833333,208.3333333,145.8333333,93.75
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",692,23.52941176,23.52941176,47.05882353,82.35294118,23.52941176,70.58823529,82.35294118,82.35294118,70.58823529,129.4117647,105.8823529,105.8823529,82.35294118,105.8823529,294.1176471,211.7647059,164.7058824,200,258.8235294,82.35294118
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",696,17.06484642,20.4778157,6.825938567,3.412969283,30.71672355,17.06484642,20.4778157,27.30375427,20.4778157,17.06484642,20.4778157,17.06484642,13.65187713,37.54266212,58.02047782,71.67235495,156.996587,109.2150171,85.32423208,23.89078498
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",698,48.7804878,24.3902439,12.19512195,36.58536585,36.58536585,12.19512195,48.7804878,12.19512195,,12.19512195,36.58536585,,12.19512195,12.19512195,24.3902439,48.7804878,73.17073171,36.58536585,85.36585366,12.19512195
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",700,71.42857143,35.71428571,,,71.42857143,23.80952381,11.9047619,35.71428571,23.80952381,23.80952381,23.80952381,23.80952381,35.71428571,23.80952381,59.52380952,47.61904762,166.6666667,71.42857143,95.23809524,47.61904762
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",702.01,86.95652174,113.0434783,78.26086957,113.0434783,34.7826087,34.7826087,26.08695652,26.08695652,52.17391304,60.86956522,34.7826087,60.86956522,52.17391304,60.86956522,78.26086957,86.95652174,226.0869565,139.1304348,130.4347826,52.17391304
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",702.02,,,,,,,,,,,,,,,,,,41.66666667,,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",706,36.76470588,22.05882353,14.70588235,36.76470588,22.05882353,51.47058824,22.05882353,,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,22.05882353,44.11764706,14.70588235,58.82352941,44.11764706,36.76470588,36.76470588
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",720,10,,,,20,,,20,30,20,40,10,10,20,,40,70,10,80,10
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",722,106.3829787,106.3829787,106.3829787,95.74468085,138.2978723,85.10638298,180.8510638,74.46808511,117.0212766,127.6595745,148.9361702,117.0212766,95.74468085,106.3829787,117.0212766,148.9361702,180.8510638,180.8510638,180.8510638,31.91489362
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",724,102.2727273,34.09090909,68.18181818,56.81818182,79.54545455,125,79.54545455,56.81818182,34.09090909,79.54545455,79.54545455,45.45454545,56.81818182,79.54545455,159.0909091,125,250,125,125,34.09090909
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",726,77.51937984,46.51162791,77.51937984,85.27131783,124.0310078,85.27131783,62.01550388,62.01550388,85.27131783,31.00775194,100.7751938,23.25581395,31.00775194,108.5271318,131.7829457,108.5271318,108.5271318,93.02325581,124.0310078,23.25581395
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",728,35.39823009,61.94690265,44.24778761,53.09734513,79.6460177,44.24778761,97.34513274,61.94690265,35.39823009,97.34513274,61.94690265,26.54867257,35.39823009,35.39823009,70.79646018,70.79646018,159.2920354,79.6460177,17.69911504,35.39823009
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",730,38.46153846,38.46153846,19.23076923,38.46153846,96.15384615,67.30769231,38.46153846,76.92307692,48.07692308,38.46153846,28.84615385,57.69230769,38.46153846,96.15384615,57.69230769,67.30769231,125,125,67.30769231,28.84615385
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",732,31.57894737,42.10526316,126.3157895,73.68421053,84.21052632,73.68421053,52.63157895,52.63157895,52.63157895,10.52631579,84.21052632,52.63157895,63.15789474,105.2631579,73.68421053,168.4210526,168.4210526,94.73684211,136.8421053,21.05263158
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",734,26.31578947,92.10526316,105.2631579,65.78947368,105.2631579,39.47368421,92.10526316,78.94736842,39.47368421,157.8947368,39.47368421,105.2631579,131.5789474,105.2631579,144.7368421,171.0526316,131.5789474,144.7368421,144.7368421,13.15789474
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",736,25.86206897,34.48275862,43.10344828,25.86206897,77.5862069,25.86206897,34.48275862,68.96551724,68.96551724,25.86206897,60.34482759,17.24137931,43.10344828,34.48275862,60.34482759,68.96551724,68.96551724,86.20689655,77.5862069,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",738,11.11111111,55.55555556,33.33333333,44.44444444,55.55555556,66.66666667,111.1111111,44.44444444,55.55555556,33.33333333,44.44444444,11.11111111,44.44444444,66.66666667,100,44.44444444,188.8888889,144.4444444,100,44.44444444
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",740,47.61904762,47.61904762,35.71428571,59.52380952,23.80952381,47.61904762,95.23809524,59.52380952,35.71428571,59.52380952,47.61904762,107.1428571,59.52380952,59.52380952,154.7619048,119.047619,142.8571429,119.047619,107.1428571,59.52380952
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",742,105.8823529,117.6470588,70.58823529,70.58823529,129.4117647,58.82352941,47.05882353,58.82352941,70.58823529,23.52941176,58.82352941,35.29411765,70.58823529,58.82352941,129.4117647,105.8823529,305.8823529,82.35294118,117.6470588,82.35294118
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",744,,11.49425287,45.97701149,57.47126437,34.48275862,34.48275862,22.98850575,34.48275862,34.48275862,11.49425287,45.97701149,11.49425287,11.49425287,34.48275862,22.98850575,68.96551724,57.47126437,114.9425287,57.47126437,34.48275862
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",746,24.69135802,,37.03703704,49.38271605,12.34567901,24.69135802,61.72839506,37.03703704,12.34567901,86.41975309,12.34567901,37.03703704,49.38271605,37.03703704,74.07407407,86.41975309,86.41975309,74.07407407,86.41975309,24.69135802
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",748,,12.04819277,,24.09638554,12.04819277,,,24.09638554,12.04819277,36.14457831,24.09638554,24.09638554,12.04819277,36.14457831,48.19277108,36.14457831,96.38554217,72.28915663,36.14457831,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",750,37.5,25,50,37.5,12.5,25,50,50,,12.5,,12.5,,,25,25,100,125,37.5,12.5
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",752,12.5,37.5,25,25,12.5,,,,,,12.5,12.5,,12.5,12.5,37.5,100,37.5,25,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",754,12.34567901,,12.34567901,37.03703704,12.34567901,12.34567901,,,24.69135802,24.69135802,12.34567901,,,12.34567901,37.03703704,24.69135802,37.03703704,37.03703704,24.69135802,12.34567901
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",756,21.97802198,,10.98901099,10.98901099,,10.98901099,32.96703297,10.98901099,,10.98901099,,10.98901099,32.96703297,32.96703297,54.94505495,21.97802198,54.94505495,98.9010989,10.98901099,10.98901099
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",758,9.259259259,18.51851852,,,,18.51851852,9.259259259,27.77777778,18.51851852,,9.259259259,18.51851852,,27.77777778,18.51851852,18.51851852,37.03703704,46.2962963,37.03703704,9.259259259
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",760,12.65822785,12.65822785,,,,12.65822785,12.65822785,25.3164557,25.3164557,,12.65822785,,25.3164557,25.3164557,12.65822785,,101.2658228,37.97468354,12.65822785,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",762,12.5,12.5,37.5,12.5,37.5,,12.5,12.5,,,12.5,12.5,12.5,25,12.5,12.5,50,12.5,12.5,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",764,11.49425287,11.49425287,22.98850575,34.48275862,22.98850575,,,57.47126437,11.49425287,22.98850575,11.49425287,22.98850575,45.97701149,11.49425287,34.48275862,57.47126437,45.97701149,11.49425287,22.98850575,11.49425287
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",766,19.23076923,19.23076923,38.46153846,19.23076923,38.46153846,19.23076923,38.46153846,19.23076923,76.92307692,38.46153846,76.92307692,38.46153846,57.69230769,115.3846154,96.15384615,38.46153846,96.15384615,19.23076923,76.92307692,19.23076923
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",770,7.751937984,7.751937984,38.75968992,7.751937984,46.51162791,15.50387597,7.751937984,15.50387597,15.50387597,15.50387597,23.25581395,15.50387597,15.50387597,31.00775194,15.50387597,69.76744186,31.00775194,46.51162791,7.751937984,23.25581395
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",772,47.61904762,23.80952381,35.71428571,35.71428571,59.52380952,23.80952381,71.42857143,35.71428571,83.33333333,11.9047619,11.9047619,23.80952381,71.42857143,59.52380952,47.61904762,59.52380952,83.33333333,95.23809524,71.42857143,11.9047619
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",774,18.51851852,18.51851852,18.51851852,,18.51851852,18.51851852,,18.51851852,,18.51851852,18.51851852,,,18.51851852,,,37.03703704,74.07407407,18.51851852,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",776,81.39534884,104.6511628,34.88372093,93.02325581,58.13953488,116.2790698,93.02325581,58.13953488,81.39534884,69.76744186,34.88372093,69.76744186,93.02325581,104.6511628,81.39534884,46.51162791,116.2790698,104.6511628,104.6511628,69.76744186
